"","GSM614501_Sample_1.CEL","GSM614502_Sample_2.CEL","GSM614503_Sample_3.CEL","GSM614504_Sample_4.CEL","GSM614505_Sample_5.CEL","GSM614506_Sample_6.CEL","GSM614507_Sample_7.CEL","GSM614508_Sample_8.CEL","GSM614509_Sample_9.CEL","GSM614510_Sample_10.CEL","GSM614511_Sample_11.CEL","GSM614512_Sample_12.CEL","GSM614513_Sample_13.CEL","GSM614514_Sample_14.CEL","GSM614515_Sample_15.CEL","GSM614516_Sample_16.CEL","GSM614517_Sample_17.CEL","GSM614518_Sample_18.CEL","GSM614519_Sample_19.CEL","GSM614520_Sample_20.CEL","GSM614521_Sample_21.CEL","GSM614522_Sample_22.CEL","GSM614523_Sample_23.CEL","GSM614524_Sample_24.CEL"
"OBP2A",6.96636709164384,7.12825571074553,6.97150839358333,7.15011406080893,6.86098381704287,6.8348090029175,6.95900582796339,7.07054091675386,6.88476831615839,6.8887501376188,6.76814996290759,6.93123590488512,6.98480954082679,6.97233595339855,7.08573426288429,6.96045295507156,6.94855216678312,7.17225960434905,6.79861995521111,7.13648222544047,7.00979741104767,7.00131588577244,6.89185115011285,6.78872554506155
"OBP2B",5.90417604940677,6.00854460271378,5.91833077252736,5.907192995781,6.02841416876929,6.17907183633807,5.61159679986404,6.0803848729416,5.85750897930969,6.2137581314369,5.88583049507803,5.73405449819025,5.89600054554662,5.9252008752029,5.7848922053433,5.99696600482739,5.9335778619767,5.87715489761094,5.84535550349394,6.05703808382093,5.86119206956591,6.05580197618369,5.88369493937706,6.05376315574298
"OBSCN",5.41255430864344,5.73834720435438,5.59482261088744,5.56011680998494,5.65927754710891,5.52411425454233,5.47985863163122,5.71376073772071,5.75447965950593,5.89245625323017,5.65928507023701,5.70042663675051,5.65560893503797,5.64150528460187,5.42077329810985,5.59925127884379,5.9901588251387,5.67026575243207,5.55572132812557,5.81336519784277,5.58487984598946,5.66766145930871,5.84707099682529,5.79240772631825
"OBSL1",6.3196254343258,6.3907649112614,6.36872601282754,6.43554302273212,6.40226634900741,6.22325017223759,6.13283299015612,6.30198413022447,6.10442475483047,6.32744055658303,6.29093849393393,6.2136165917265,6.28076026853011,6.01003366156837,6.28514224088724,6.23750479436648,6.54556183602844,6.3908487513352,6.25319674821159,6.24196104393261,6.28711137063044,6.21453902476715,6.37921163365911,6.39674615541572
"OCA2",6.08552885317747,6.19618576320866,6.12103990938554,6.06324990157219,6.07354233472981,6.03255921746465,6.08663356266145,6.2452620752166,6.10707759121224,6.19767539878732,6.14225743357939,6.14549621469077,6.03378147198245,6.02980312601185,6.10020173530837,6.13500496402586,6.19068054987807,6.29584747758069,6.00672786842591,6.37260523276287,5.81240098514217,6.08552885317747,6.10354599494389,6.22691815543706
"OCEL1",8.45667258115907,8.33551104841995,8.62504675235246,8.49422516814437,8.44332177095326,8.43608962536104,8.13987788147734,8.07663441917451,8.06540214451834,8.20341039573962,8.18670845792423,8.07309836627734,8.3437293829264,8.4137163448673,8.42216444986179,8.39082528050761,8.23125296658935,8.46861519709349,8.08280051521617,8.07344295803919,8.32477831033497,8.19620555294967,8.26820894831976,8.40756577343919
"OCIAD1",9.19282368739626,9.33463113256541,9.13124136488238,9.26032540750437,9.30380641215908,9.21969922933525,8.95877853962282,9.14921126461031,9.206126025371,8.93477837986252,8.82402230956257,8.93659519844726,9.04302017913069,9.2463385724934,9.05145876676654,9.08933642569059,9.08609489517954,9.10689692614108,9.06783044441767,9.06989620337428,9.00414009873395,9.02034823379919,9.00167077319072,9.00521957242415
"OCIAD2",10.8026389846549,10.767085577157,10.8080374252515,10.9387043346988,10.9033040248785,10.9728372007743,10.8082309875248,10.7424849521413,10.7729247291244,10.8497269077109,10.7641115507655,10.672802479048,10.7868970845182,10.6957999609976,10.9039662239721,10.8880000211987,10.7940543009372,10.9057976317792,10.7535723590998,10.7542597189559,10.7614098164755,10.8515290251428,10.6696444203168,10.8213819789853
"OCLM",5.27380635687533,5.338472474409,5.37413636950998,5.38483096854195,5.1575558910898,5.09171264649298,5.43337206216702,5.36860678665702,5.14278164139645,5.27358578749589,5.06745737539181,5.21954572385551,5.26831668835276,5.1744163285732,5.40186297153931,5.30855228354295,5.3059995384742,5.22362659707122,5.13815738392414,5.39287153653425,5.28594372270866,5.35997688020038,5.37136141709726,5.37410616317433
"OCLN",5.76946624008365,5.78325300225181,5.80666588599683,5.65881315693799,5.81495677911496,5.88884313027576,6.73574409594041,6.70868428172036,6.77503302683941,6.67606952580836,6.74081247403626,6.57170340141498,5.92233976158657,5.91073054623522,5.91508331163636,5.9078444079828,5.74046136985509,5.88353661293398,6.64969848377159,6.82898221545506,6.80121844657728,6.80240733835232,6.69333135526709,6.75041659534349
"OCM2",4.37165557964477,4.60942598029552,4.47390501021311,4.34142007630082,4.33426382099104,4.6332750545808,4.61629944425237,4.42579063303253,4.4991101071555,4.65237043825645,4.24714674921289,4.60416450010363,4.74503820150358,4.46067707828896,4.45773935132498,4.61972567732376,4.15750924111406,4.38615875043543,4.51228460749007,4.53864319189364,4.6296021093349,4.21015767787053,4.47739731397399,4.52218953135108
"OCR1",3.97919521904264,3.87645656719974,3.9286648542616,4.13823235316393,3.77613302782688,3.95714036792027,3.83832718475851,3.94905387827704,3.63805617135527,3.7954736422715,3.73924622855028,3.86901005830612,3.8851253710462,3.9315855596712,3.74607874035199,3.80289616573008,4.01049292534134,3.94657501372495,3.86844753771423,3.82617975334167,3.86415302442314,3.78313762679847,3.76085678451946,3.82138165420057
"OCRL",8.2376697616137,8.2773252071377,8.26352271419458,8.23904561489105,8.37426598867273,8.16248202417536,8.26874267300337,8.22731863364407,8.26771184747747,8.24051841890034,8.28619346399513,8.29973948652832,8.24758785733503,8.17970528816537,8.22715084816424,8.13823070394311,8.26874469148481,8.19258111106769,8.20344074445626,8.23143266670359,8.26892217925901,8.18371220218007,8.20166603636453,8.24208335228574
"ODAM",3.97658895708496,4.4487242747561,4.04863846334165,3.79293711705318,3.90034859831071,4.15461479596153,3.85818777559132,4.15826352074487,3.96195092182152,3.94361141590289,3.90787419303279,4.13922344333513,3.91935134180811,3.81003898262288,3.72713063352892,4.0488487841261,3.97759289599159,4.01926382282883,4.02052576109116,4.02000774065077,4.04005363739485,4.13813859730989,4.13978955532492,4.03189961032091
"ODC1",10.8869704624249,10.8646141576552,10.9948921006959,10.9477350310178,11.0389690614402,10.9879352712095,11.8825769885463,11.818049506879,11.9213935851219,11.852538553628,11.8729009140525,11.8135038074895,11.0064411451942,10.9224560979169,11.0371223216666,10.9810567828537,10.8702005812005,10.932169005663,11.6697253100685,11.7694435450193,11.8259265875028,11.8774256455102,11.8450797826654,11.7948791909474
"ODF1",5.78460908246497,5.49972507126579,5.79560743218008,5.47011918488487,5.46434955285176,5.49219656978253,5.19488541504162,5.14232174602323,5.70533915288971,5.93155572702029,5.54603169971995,5.38483096854195,5.35279718692127,5.14081475883085,5.72782434094027,5.47837329419134,5.71868744082475,5.38070955297172,5.27803321527056,5.74174191139466,5.54966398662425,5.52563498103201,5.12391025273085,5.52379002530239
"ODF2",7.3076530009186,7.33452759555093,7.34544912371971,7.38604024027066,7.48441775253422,7.35616514942348,7.62623887622638,7.65056456626859,7.66103838224839,7.56114629970842,7.66770646145783,7.70597537444553,7.56256473315592,7.51852830522623,7.60143015562087,7.5643582106817,7.44096829363614,7.39015181381982,7.54480877204444,7.44542914986176,7.67388722973928,7.61627182502892,7.72580774243069,7.74832326603323
"ODF2L",7.21696925559287,7.18000674287001,7.21926405924663,7.39957583194353,7.33494819501773,7.42096475242469,7.11505751920491,7.0496574119118,7.28300618950097,7.14121760091732,7.17303181682033,7.20591670273994,7.12736674362452,7.17012130547376,7.16316035457321,7.26400580091144,6.9056334388775,7.27231009778608,7.1769862916125,7.20343892092722,7.22470267709554,7.22917049385238,7.30254859680404,7.3636045886723
"ODF3",5.29156757280455,5.43399981519615,5.44253275194296,5.40542621757626,5.26674223252065,5.37066582968226,5.29114268326395,5.32067896747752,5.4412706142321,5.4042569630931,5.41655429383598,5.36995773008875,5.43454278314324,5.39294193777381,5.3064639808077,5.24442449331582,5.59117216062485,5.39230090622777,5.3722801300225,5.4446420087148,5.27994396297217,5.32670234854506,5.10332602377234,5.40330416250633
"ODF3B",6.48364676469365,6.26088463744333,6.26439682400234,6.31400243018621,6.41291157079213,6.46766051578404,6.23921169941288,6.03153009654837,6.37702755676623,6.1567175396948,6.51075821732873,6.17330022355483,6.26272063446075,6.49735484161477,6.33817502019262,6.52385936719177,6.26928159904056,6.30078944471153,6.40078533330811,6.26591239681637,6.20304655617984,5.81260374685308,6.20586528517231,6.32685545520296
"ODF3L1",4.89399121081215,4.74948764826258,4.81223297732089,4.77228142826724,4.8612611306755,4.66701424684431,4.82653823085778,4.91407198766835,4.67160758394165,5.04903081755173,4.88320792577084,4.91407198766835,4.59713834044046,4.93360498697599,4.95157870123413,4.89610828980691,4.99981442045789,5.1020221306892,4.80276249866767,5.07856652113797,4.66902362491327,4.86113134960918,4.99651614164215,4.7400838279322
"ODF3L2",6.58852417960928,6.82680444584061,6.65493204815161,6.59174807746331,6.62102570433339,6.84098804538967,6.40887561599695,6.58265915414756,6.67841839897268,6.38218868542767,6.75872012318301,6.30167473668915,6.76803016760332,6.47974118924719,6.6630735445271,6.58317863039356,6.5362251376606,6.75884127577405,6.29721107712518,6.57578381284843,6.59998255616077,6.42165415580716,6.29058201283493,6.55203147543861
"ODF4",5.3353767101597,5.16537511133252,5.13042474408766,5.25679007610952,5.31256599301538,5.17740450541366,5.25039334396778,5.2624527684976,5.24483629042499,5.20917187865837,5.29007537559024,5.2663410678542,5.15569371234896,5.03532627176287,5.05321021661168,5.16624192396367,5.17379652189307,5.30689648833352,5.29072671306732,5.28851718440198,5.16766508821849,5.09624248997848,5.09390097078244,5.14823372552522
"OFCC1",3.74298235941677,4.07983653725935,3.83964505714705,3.6561362454605,3.74314661421699,3.80070337997556,3.9500695021993,4.18233326762533,3.94085229776926,3.87982765405696,3.82549582904274,3.77782923935936,3.80267665382947,3.84741776321042,3.84103110916347,3.65369797373518,3.88873781593785,3.92691365596756,3.63451740800015,3.67743730332533,3.83429697436788,3.85059430182729,3.9398957438725,3.63320052782954
"OFD1",6.15964819626524,5.98658040808045,6.03770078833665,6.12616146075818,6.16114310552275,6.2166786137509,6.07387531831951,6.05127874587689,5.8566477512195,5.91393954672576,5.85848711204909,5.9083611997121,5.95783087719636,5.94554579259645,6.03317065858825,6.12327189547108,6.01664008697456,6.0021623910545,5.76440676539046,5.87961940793837,5.92022002827423,5.9866069051949,5.91534486338385,5.98430983506814
"OGDH",7.35053428784893,7.46218938232351,7.35777854671659,7.49775178917265,7.26965976351443,7.1606511013688,7.2695216727127,7.13426599889314,7.34375519353729,7.13814557938137,7.19266136981353,7.35295833596084,7.40805830855967,7.07535229362254,7.50101074457182,7.31924477554286,7.14831946506197,6.80849931203855,7.32536865525406,7.33552488790685,7.3901466156668,7.57145840201671,7.39307941196655,7.42198946012767
"OGDHL",5.20259311743307,5.38505957816679,5.2097913723872,4.97605535022186,5.41570277252027,5.23153306052025,5.30950206023329,5.39414497122096,5.21892066596845,5.17458279934265,5.30185552102999,5.42501248874965,5.19012130372118,5.13429342393557,5.30775773518671,5.24792308502906,5.29217082782069,5.24023061663244,4.83807672652577,5.37037629039489,5.23630569805391,5.25786522358264,5.29875745471633,5.38333339832118
"OGFOD1",8.76829924634463,8.76327696378832,8.85947116333674,8.84103194047067,8.90613118461517,8.9083670458701,8.98700175919024,8.86861086162629,9.01767005244472,9.03753237227318,9.23388003198072,9.02731773579648,8.86736041967192,8.92225396944938,9.03496545299979,8.96390293048134,9.04450288197755,9.00370839650138,8.85546631190881,8.85377871135333,8.79582719317776,9.00798661300615,9.07345755177242,9.17155689300816
"OGFOD2",8.07941749423106,7.77461418605654,7.83269990259047,7.91094656895912,7.86194854942144,7.93542124854503,7.98356891990613,7.87725989901809,7.9806327717114,8.00048453611051,7.94343259044286,7.84335804494545,7.98438157377926,7.83524450870183,8.00051115896747,8.08212794720403,7.84533391690159,7.9606393720448,8.0346898054242,7.94726812157795,8.15614025591738,8.06465196043245,7.86854933151922,8.14539979323279
"OGFOD3",7.9635938742795,7.8484489567185,7.94488368034824,7.98067553605874,7.94086109881123,8.00900915948944,8.10816404618637,8.06232586024247,7.9389731229104,7.99119036093218,7.96406550190374,7.89925630635861,8.02898640402061,8.04006918209082,7.89002113579245,8.03506558896091,7.94307208689786,8.00208800614514,7.96840973876429,8.03353619603396,8.11691959731625,8.12508062714685,8.08190756464422,8.03844697129539
"OGFR",7.91352325254477,7.96770606924542,7.91264953232045,7.98668095274959,7.93594153940882,7.94792115299727,8.20645211696575,8.1478128529858,8.04958551070508,8.05123158345931,8.04564425353355,7.99375770834005,8.14100457642547,7.98548033130879,8.13474317635434,8.06716191752765,8.08857330892683,7.99036929038607,7.97516712240748,7.99496807925995,8.09018556229723,8.07203599561008,8.04257538772478,8.05907655340626
"OGFRL1",6.563652642735,6.44157630805861,6.47666178485843,6.92181002929911,6.66198783279107,6.79887850978523,7.83679468753239,7.9234847946119,7.99447437872599,8.00361319361044,7.91719976959752,8.15293331614832,6.51315938322886,6.75388359714619,6.55962863023554,6.68795913048144,6.74699428955077,6.62577664127753,7.59525843550427,7.81232289723711,7.58410354373522,7.68320495608545,7.87054223502508,7.77860767885408
"OGFRP1",7.71642902262268,7.76092317148075,7.75949927251836,7.56722635199357,7.55808189423463,7.50381251125863,7.96679451899636,8.21763835240023,7.89024848095799,8.03246753781909,7.9037642173433,8.0766253011621,7.67874827406926,7.74779406864595,7.38208944598947,7.60800349482868,7.94401591906639,8.09076030823704,7.75369006009532,8.08324387995884,7.97624345610732,8.03799072190986,7.9355273362395,7.73192214389478
"OGG1",6.72649827971417,6.68783864379896,6.79742744636935,6.87926523940732,6.8531721717166,6.78898857425774,6.76518258540495,6.91413842158824,6.56138330368004,6.62051491486927,6.65739874209471,6.55378724073225,6.66192408565991,6.71314182956666,6.78406354008596,6.71320583275372,6.67577389462331,6.57006071823661,6.49141502290795,6.65612156419856,6.66033952577193,6.64364192505361,6.92385969844445,6.84630388354574
"OGN",3.26004324415625,3.32812685753235,3.3664937406007,3.21493669879637,3.17171328140514,3.15395479634911,3.21987478675241,3.19426367524205,3.31407378963201,3.26273420688733,3.23207232627661,3.32041886720364,3.38297519050857,3.30596676363692,3.18393020308059,3.28948180705999,3.21664234613705,3.30353575722097,3.20335873468188,3.33363051450063,3.31976860511723,3.34968450380843,3.22748677249263,3.45227583872251
"OGT",8.46040829129102,8.54057720896355,8.37577215811808,8.41679878122826,8.68381800200351,8.41164847055551,8.46366941998568,8.85389742144059,8.92162045969101,8.68536220772792,8.53933512000124,8.76447056397406,8.61064292137883,8.70132580436101,8.67440395819053,8.59682845996031,8.59394260752812,8.57305058935163,8.83041851085544,8.84266579535985,9.16910733704318,8.70743219023132,8.86718708304031,8.71351894205131
"OIP5",5.85963694933183,5.71330978986812,5.65336352142632,6.12974475679678,5.80047662055511,6.13914355475464,6.91480620774565,6.80240435772346,7.00699813082625,7.06815279610779,7.1942531808873,6.829949014577,5.65510093930599,5.48028735087301,5.53526779352836,5.93950035953702,5.72032587356722,5.82934802909516,6.45396029653238,6.91483108261574,6.55081729108113,7.38250285245259,7.23659121326545,6.98708891997783
"OIP5-AS1",8.69824069121542,8.57915555423494,8.62623190122472,8.52952624128904,8.66533670035969,8.52305429045109,7.78815758073234,7.88584506877562,7.85907040140246,7.93583400515674,7.89402239439695,7.8336643207455,8.45543172740173,8.54060234417829,8.43912748209747,8.34801735897588,8.18925218830609,8.43376967972715,7.95559647237005,7.92148966824448,8.03548811305054,8.06304622072775,8.11863199040696,8.26432330567351
"OIT3",3.8336074179016,3.78831110417143,3.72247867706367,3.71611868213612,3.70623903714588,3.79012640852296,3.63839051488873,3.74041065034726,3.71706663867889,3.71183091707078,3.95935278391455,3.84915970863915,3.74627805059091,3.58010985465016,3.8309410185361,3.98525547203769,3.87266120691409,3.82265314831947,3.90051317534744,3.86489928167087,3.6980746548842,3.79909224446931,3.45981774303062,3.95639593877864
"OK/SW-CL.36",3.83358543808945,3.80365800590187,4.09905763114533,3.88118833292041,3.61557027826465,3.88982025699105,3.71302536831062,3.79680989759046,3.81171390298802,4.13148491577198,3.94808623900038,3.82990177693092,3.66532705545072,4.12004642920187,3.81960616853848,3.88072306587603,3.63149033744687,4.29627655269443,3.85668006956484,3.64967156703254,3.81010713695147,3.88399886034418,3.69575773315456,3.88248213267232
"OK/SW-CL.58",4.33010689016069,4.28269547018965,4.20337879621792,4.08241433203941,4.04194293669217,4.02356898791188,3.85976485726083,4.03870526301901,3.84714788561147,4.28883235797062,4.10939367204934,4.40759941439195,4.15695747155121,4.13285722744943,4.00953848352002,4.33972936607246,4.13622377247971,3.99693964782415,3.9016036788927,4.10318117346085,4.14204295237812,3.98213566094061,4.01655290227606,3.97178680445931
"OLA1",8.60906410048335,8.51615583481186,8.55350552670208,8.7890712727695,8.5273781139608,8.56153690733867,8.02507436783623,8.18774125836047,8.31174532280572,8.29374145000038,8.33791009823591,8.03496812084038,8.45970492660315,8.5059947346145,8.46980092587337,8.45557100461255,8.52602246993117,8.49827574298417,8.28146577618896,8.30126958209694,8.24277620243015,8.2599486473587,8.04727186751172,8.30260588456799
"OLAH",3.94513293513287,3.59060951730896,4.50245899883577,4.05050272755339,4.00444668455803,4.03623513756296,3.93457339902903,3.82168245038426,3.8430500198048,3.89890216003261,4.02499348131094,3.9192143366623,4.10014148110586,3.91742152651137,4.21714794398141,4.41264579775388,4.10727956144154,3.97700143751871,3.83458442494747,3.9086912282721,3.6948198273624,3.9821313383716,3.88412875634109,3.79281217695542
"OLFM1",6.35899624342419,6.51022472378125,6.33809310541108,6.43654777065661,6.40243726192489,6.18876978280738,5.29835758820239,5.57302840923156,5.50858186023693,5.56172345277349,5.78442845478157,5.58901175439754,6.38117353262256,6.38556946029207,6.19807882512238,6.22995774271647,6.37065512357674,6.44535441570248,5.26997144141678,5.60213946261377,5.48182739011295,5.79471592267334,5.62422681963459,5.59391650632213
"OLFM2",5.8024815450825,5.91774383690323,5.79962135547147,5.76497482543242,5.64284248938358,5.65539165588759,6.00010860609709,5.67011209277562,5.84131607402303,5.81260374685308,5.76534153289947,5.71097026201176,5.87838930012637,5.73582890018029,5.63352164960858,5.83877582956522,5.91163766745999,5.93313939089412,5.61808109736309,5.79001768404555,5.96033789219097,5.79633164099455,5.78420359269901,5.98820551575053
"OLFM3",3.05581148357552,3.19233728112227,3.08070237435008,3.11161165986787,3.19545715559509,3.06675114572445,3.13439215372027,3.17158354955455,3.09667580529518,3.2069466834268,3.13564546622639,3.09656985078017,3.31757142179014,3.10095147216248,3.13804604470029,3.21230240386652,3.17058671931611,3.2272618739427,3.15318741370376,3.18114668158106,3.16107780248787,3.17805528740559,3.15669328501343,3.08835569436815
"OLFM4",3.33150035971728,3.39688317305043,3.40517198310434,3.58956103599432,3.43264384859001,3.42198828287387,3.6797632408445,3.39277107869871,3.39856843525514,3.29567203975844,3.28829869132781,3.1293222506094,3.69693168022627,3.40135288574765,3.67319044558081,3.46609218041859,3.41928745251634,3.57543112454534,3.32955005550035,3.41352480719541,3.40286924147927,3.39618073268391,3.42896729654754,3.51314794774729
"OLFML1",3.62108249911987,3.48645833949794,3.32060542743238,3.34170177170682,3.22045112265056,3.49355009141838,3.32606144824044,3.15557413845027,3.27328582929176,3.53863544048269,3.22694040642943,3.4979008188475,3.42020711342799,3.29505656747924,3.29647962547328,3.06912237924013,3.32038011364873,3.21578617956378,3.46359542128543,3.52366072282614,3.3861919418169,3.56477107895054,3.53945314394708,3.26946156791523
"OLFML2A",7.07448872962874,7.11335857275738,7.18029775971018,6.76195109523707,6.76815783294547,6.75171914599507,5.27182063388043,5.86991047363322,5.27712392114755,5.60213310726725,5.16160380684666,5.63949349687027,7.08755143387793,7.10569312519915,7.24327648432447,7.17800981998422,7.10115035494337,7.26644732609679,5.34800004291244,5.7169989860308,5.19707446645087,5.0316746447175,5.04622721531353,5.41015102673874
"OLFML2B",4.73174808958055,4.51636957697232,4.79464725696819,4.95858329552721,4.75177722351184,4.61120406179874,5.04550801434239,4.79733669139153,4.89861523811307,4.88346657051345,4.92480656260436,4.76895662775811,4.73671511689515,4.84264292560327,5.05522190592837,4.72951039766963,4.73100842368758,4.78556599591534,4.78303018860337,4.79992571023619,5.13969282605597,4.7638122617211,4.74477674399147,4.77090836970825
"OLFML3",7.48501072062434,7.23230293346475,7.38285449411668,6.82374348096042,7.2254223224215,7.40735073388839,5.83665622290727,5.43350476152113,5.87990297823649,5.18548888728327,6.02321100712283,5.68187607693909,7.84963607827572,7.89851810783374,7.76020754175248,7.87984962634844,7.89126162062849,8.00600607982684,5.12073272073178,5.61652712244577,5.46271940069972,5.53088026127667,4.98843184550081,5.77837044238818
"OLIG1",3.29082055539224,3.24745978599549,3.23943206666623,3.16679792279083,3.2396655206993,3.21265780306118,3.38533426784142,3.34068021419018,3.21143833048116,3.33436934303721,3.22243200020613,3.35355107389804,3.16081673545854,3.29023371889952,3.09345193470162,3.1529876596354,3.35227455727882,3.34799566457735,3.29891531049198,3.37773005549011,3.32374937968224,3.32267932797869,3.18710599891082,3.30695948369796
"OLIG2",4.14912727205038,4.1400060623891,4.34864960815498,4.02012632243296,4.25331618725874,4.20993735610053,4.19644992187632,4.17086473374379,4.05707668253588,4.17379101649666,3.94886297982836,3.9965047441826,4.22801885442865,4.06312607261346,4.37243721700814,4.10569087452934,4.17759316652817,4.20655739062188,4.10753338626112,4.20185617484682,4.44680145163697,4.06024440582835,4.21724530846633,4.16549518189557
"OLIG3",3.91011757049056,3.58683826513153,3.80065705485743,3.51982353641698,3.77782923935936,3.42816706380124,3.43235916650487,3.4475330569057,3.69642355125157,3.68905730522089,3.6521159469815,3.74100643485248,3.55374121932376,3.5242713999824,3.64215119210178,3.55627413915219,3.65932439218907,3.41639711325325,3.40873900029273,3.66586543616911,3.62614716234231,3.53547900785058,3.93510723178738,3.5681099346942
"OLMALINC",4.3685948845512,4.20410319958482,4.23604579400038,4.47029006253148,4.22521155384845,4.37114962965211,3.93187179336316,4.04897341118087,4.03688886548528,3.98462672211046,3.73365097081023,3.85287067947221,4.55206491229959,4.60347354369753,4.65593774869909,4.45727085266256,4.31871894612289,4.84245983186394,3.89657747693052,4.01610253649437,4.14815773370329,3.92333346616252,3.94040003822423,4.21867931808483
"OLR1",3.10498727986235,3.08657354481756,3.24278763091868,3.20532574056668,3.19032563132874,3.2098446466518,3.30814691093587,3.52647153340711,3.23321322308436,3.1910148658517,3.37172766978884,3.450146786513,3.31999301370858,3.19006470289778,3.16637888639004,3.31128402077892,3.18910791661054,3.34803064431043,3.35254861649982,3.19879191190539,3.39392975980386,3.22960887765194,3.27384489786237,3.23057567283883
"OMA1",6.97095827196691,6.8776635323533,6.89922825423212,7.03731480796723,6.91373798381878,6.99035562202008,6.99385248809726,6.92889803012562,7.03984820071781,6.96872064720075,6.98819273158383,6.87552641841146,7.01133344853352,7.17763583281579,7.09932638988836,6.97794362183908,6.95432406794124,6.89839725278164,6.97277607912473,7.10972432684077,6.96294428812956,7.10078052597778,7.02919799913378,7.05904085548794
"OMD",3.31926968532585,3.59424487031716,3.44066622003131,3.55343277412119,3.41869917093951,3.42555221756815,4.08821517008649,3.84108354364411,3.95862474861541,3.68364251318831,3.7412545330574,3.62836344302852,3.69496648652188,3.48857479673622,3.62688600407043,3.37972224082749,3.40714592859081,3.4863716533502,3.7285727590743,3.66795213286083,3.83679257082932,3.98309993700318,3.80589782673939,3.63135548611532
"OMP",5.64776766909306,5.91716238927531,6.00610151212559,5.78673828524913,6.1727919822329,6.01534541239275,5.91899884042234,5.93765801399185,5.69864538087605,5.85536873184926,5.95955490924811,6.17501564320245,5.90224299507588,5.75924436696985,5.86928332070976,6.17259216886255,6.03952321651475,5.85237737665535,5.9158497762582,5.98186797469435,6.39526175332216,6.38761610253175,6.39509954122547,6.11610730463159
"ONECUT1",5.11404180869723,4.95209820318573,5.01420401251062,4.92943932205142,5.04121694061493,4.9891776806452,4.93387062237923,5.21915072722827,5.03504014018241,5.02380800427944,5.03985337079469,4.95710291564157,4.97093677268503,4.81355228146052,5.13302363162892,5.07175812050088,5.0856974370438,4.9958644044241,5.02060162614127,5.11535662674266,4.86131357925546,4.64645283547323,5.05394333919451,4.90463520652149
"ONECUT2",4.31962894725307,4.24462279669882,4.17753608823186,4.09906349853856,3.85693421853515,3.94059668105061,3.99538872958423,4.17320574731352,3.72640085962639,3.96428435706574,4.04010469553045,4.38525573702444,4.21283347644517,3.8888238261773,3.99501828839538,3.90826921755982,4.45099227253105,4.10823234717702,3.78901996544552,3.80771103062974,4.20460098891254,3.79242052231749,4.13814606971916,3.84416000498197
"ONECUT3",6.48959586812095,6.68345189821737,6.55983206391025,6.55510699455894,6.61486426714944,6.61020466524917,6.2559892071387,6.14235071197373,6.57190328961296,6.4919828030201,6.53994645485984,6.55632533812899,6.70910674857714,6.40565458517093,6.61947087569846,6.6205167290689,6.86319523777406,6.7162943323931,6.43519132973947,6.42858752130224,6.54177263728762,6.54028243875641,6.50675589951334,6.37683350977088
"OOEP",5.41972765295748,5.39249614568245,5.6875248105875,5.35044446185308,5.13749170944989,5.4030078015762,5.44923786930319,5.40237472565643,5.55424279077106,5.46036288808016,5.21989595133632,5.29796882631166,5.42405136559544,5.26357195630732,5.31318650183403,5.39151623779251,5.49594749929254,5.52515009811338,5.39406497706209,5.41420942110704,5.75215759806355,5.4157416170011,5.18176708619331,5.20543866355328
"OOSP2",3.53902873845249,3.28024785282481,3.37921573464899,3.0933087258534,3.43119365204881,3.3205777237143,3.19035088690889,3.2083635229753,3.2461755455425,3.27046210699247,3.48961719078196,3.62284102880571,3.48957558689008,3.34321502501505,3.28680653203571,3.09283658981607,3.4535944056777,3.50860642030366,3.22070999945286,3.1884839328499,3.16342627967309,3.35028560170628,3.48690737737705,3.52851181528519
"OPA1",7.36347122176942,7.31648827461194,7.29572881856994,7.23185049353171,7.29994535717931,7.23116842458847,7.23171521990069,7.28739272750724,7.21805890330418,7.22186792711275,7.41017588941656,7.17740563342789,7.23207018714636,7.28871560944729,7.31210845667339,7.25082794431581,7.41107829725004,7.23167488014647,7.2653487578534,7.15453517765495,7.33069483115619,7.36105068431247,7.34791869902483,7.2752259697046
"OPA3",7.22977346433436,7.10995409280422,7.11660381818867,7.18037018870649,6.80081002451376,7.31922302089218,7.16531158784096,6.93422898705449,7.03036555510806,6.82598574079993,6.94781693364159,6.93323123815232,7.22428495163854,7.06755157763329,7.30108476664822,7.42866928336727,7.12580948024068,7.01253222177589,6.80229764639784,7.12998544269353,6.88443296991061,6.88907945503188,7.04702891933866,6.93223646688639
"OPALIN",4.52233532295339,4.67134320644753,4.44105112945275,4.68422885815381,4.30580098461954,4.29346878535276,4.2323973022422,4.32584780223233,4.33268511465985,4.55128418599982,4.31998867361075,4.40849583716754,4.15971444961793,4.34450154575715,4.65629644999224,4.5614342241001,4.5268146862683,4.67134320644753,4.35314767077049,4.30529216192409,4.41029250618191,4.25647383431251,4.25416891530086,4.44753393368692
"OPCML",4.4905408128203,4.58139963684778,4.5836166429752,4.66858864947686,4.32531635461106,4.46885756334271,4.55246878354909,4.76987560548399,4.35216577516439,4.42789231938923,4.56823159003604,4.4062814510256,4.5555348014013,4.44104726552681,4.34853656638841,4.482798948499,4.33005782482272,4.3190779619851,4.36590053897931,4.55329634091163,4.6619917053409,4.56422989111102,4.48937903566368,4.41300275798622
