"","GSM614501_Sample_1.CEL","GSM614502_Sample_2.CEL","GSM614503_Sample_3.CEL","GSM614504_Sample_4.CEL","GSM614505_Sample_5.CEL","GSM614506_Sample_6.CEL","GSM614507_Sample_7.CEL","GSM614508_Sample_8.CEL","GSM614509_Sample_9.CEL","GSM614510_Sample_10.CEL","GSM614511_Sample_11.CEL","GSM614512_Sample_12.CEL","GSM614513_Sample_13.CEL","GSM614514_Sample_14.CEL","GSM614515_Sample_15.CEL","GSM614516_Sample_16.CEL","GSM614517_Sample_17.CEL","GSM614518_Sample_18.CEL","GSM614519_Sample_19.CEL","GSM614520_Sample_20.CEL","GSM614521_Sample_21.CEL","GSM614522_Sample_22.CEL","GSM614523_Sample_23.CEL","GSM614524_Sample_24.CEL"
"BAMBI",8.35203195644469,8.24811519422142,8.31574039592957,8.45596841615264,8.54517077183531,8.49722334866396,9.0336459427992,8.92133606056886,9.09102575563329,8.85644181432695,9.0037204509748,8.91410744722857,8.37176533079784,8.20771454753901,8.51038992901689,8.72870449720325,8.64601906972473,8.58094208585458,9.25748085002083,9.24278235225579,9.25559535496541,8.95324257141257,9.05419836417,9.02950099100742
"BANCR",4.74799540670998,4.47607851724584,4.75954676620064,4.48336867161354,4.87320214104985,4.62251437718938,4.7224377758045,4.64095478412121,4.56355669847989,4.63524682243659,4.81991154182808,4.80277340930665,4.55804225749717,4.87715139969091,4.99474950097775,4.62269993633338,4.87118714362131,4.58165491672367,4.58601828741511,4.56161294261289,4.61245406464654,4.51739891911442,4.37463238010069,4.78675779517899
"BANF1",11.7151690919234,11.6468096072848,11.701243982891,11.6865612456327,11.6707066493737,11.663519887872,11.9052871578544,11.8842752860951,12.0034793676001,11.976035914141,11.9098255546275,11.8290963746644,11.7474722921873,11.6732867180231,11.8292911075046,11.7749403799485,11.5859913059472,11.7064679160414,11.9476011718825,11.9339405366791,11.9365619702617,11.9288498536337,11.8749687746258,11.9798012279636
"BANF2",4.37477681533115,4.38867601099306,4.54673644241495,4.43482130615608,4.14334982035795,4.25634970045877,4.45506636125575,4.24294336765462,4.25093418368126,4.53663946809253,4.24779691491729,4.26519599727034,4.41969547181944,4.49929582076815,4.33263588580506,4.09973134434846,4.34695330548751,4.56653292973251,4.30958547242932,4.4556158548851,4.25874794524175,4.45069912217574,4.25614075440013,4.2547704222769
"BANK1",4.34281959168821,4.20945865465134,4.39784586422798,4.15663300315153,3.90761943884074,4.10268150910746,4.62811314472829,4.62215058628591,4.56260453263179,4.46932008868356,4.8204356550622,4.65824232626508,4.21086104402299,4.33295338444206,4.16851031835439,4.13538593576713,4.13515091091185,4.41076275574621,4.22846416186402,4.63293047529614,4.42695467782185,4.37470814733607,4.40790651484062,4.57107968161044
"BANP",8.82169101424312,8.9112616042654,8.96854142257152,8.98753760520717,8.9141674901649,8.87965328748016,8.69550429608489,8.79160273950198,8.66578582145648,8.83323094802236,8.76536785630422,8.65616315925771,8.80922385498363,8.77215475871223,8.82406930737499,9.01953420555794,8.7273810442385,8.82792004156782,8.92255349054323,8.81314591008478,8.90497578879853,8.83712466918053,8.86154313082923,8.91353825595043
"BAP1",8.94051370183519,8.77505621658634,8.84395308383484,8.80004215739526,8.97868250210679,8.73380108366419,9.03459576276136,8.81578264732547,8.93259963751425,8.89103463153889,8.84149536603696,9.02161577889462,9.06982975793021,8.90785370594646,9.17409301337845,9.00115822886233,9.1530037745426,9.113646224292,8.79886238682997,8.79059395791561,8.92272599250347,8.79448227067235,8.72755150903427,8.77690109168006
"BARD1",6.59925484050492,6.89887795287871,6.60358003329303,6.60210119799505,6.45144757552566,6.44100626722186,6.72624402444945,6.58194851062128,6.57713664164619,6.50846597187021,6.39928411877372,6.60296993904737,6.45380580381708,6.5455601621947,6.40039676187623,6.48451015554766,6.49761484034081,6.50212753863663,6.21468207408223,6.38300946536159,6.30483638948091,6.52464538863012,6.49007988876295,6.67358595318708
"BARHL1",7.34967909690726,7.3605787720643,7.41638846288336,7.16107803705586,7.43168391361375,7.38780238986225,7.45074727861437,7.38018414138044,7.25106325284407,7.34242202031239,7.33052525121356,7.27865720598402,7.43687732017171,7.19451968735887,7.30916859194026,7.2819059458198,7.32865161394855,7.40290860475244,7.2526534436265,7.34380422265924,7.34796738814669,7.29296629491532,7.22084360359154,7.3927757486226
"BARX1",5.3359558867537,5.54890690142937,5.58993031236433,5.20806595988357,5.38297532789857,5.2429720331068,5.41816139620337,5.11361923645343,5.46155617347206,5.34792095462413,5.22667194081072,5.30995162769579,5.27976273762298,5.26679847530973,5.48062005034094,5.43010371101072,5.35166073474999,5.34675141329249,5.27221097201472,5.31075425285793,5.14502197735082,5.03425191030278,5.24352454481961,5.13770353521033
"BARX1-AS1",5.44519654702777,5.45616254674304,5.53291294692008,5.42494418837723,5.42472432304386,5.40558440145663,5.54939371749236,5.57703969627037,5.34504606012298,5.54159971002524,5.54580431018221,5.47345617157003,5.46106371209084,5.4194173501688,5.45073197208302,5.44694898125016,5.47554968913612,5.61317023760001,5.4043220800801,5.45874915561383,5.47298988167698,5.38960093646215,5.57456961282042,5.45177366517702
"BARX2",6.31785329418932,6.72292356939122,6.60106033092877,6.51152754260008,6.69170735389488,6.61060148960879,6.56202747423953,6.49820853638761,6.51518293733015,6.64516090639106,6.81604425240542,6.854961899927,6.74433150795376,6.64290314182786,6.60485129254388,6.79073714344555,6.90198911292706,6.6283244875435,6.37834046725954,6.65297732957736,6.46883822130114,6.77276774649548,6.90777293917848,6.61136700334553
"BASP1",6.46176993485725,6.50654222162613,6.4101513434131,6.41965497353093,6.74723922973253,6.46576229939713,9.12365711870207,8.92384749351588,8.95075408251602,8.90067343000963,8.94594387182599,8.87201937104268,6.69452759626939,6.86291670295867,6.72115377083587,6.74860237811607,6.7355997680077,6.87034164771133,8.82167498466604,8.80457304033451,8.88136227185376,8.87662051876799,8.75454716308958,8.64181145223312
"BATF",8.55675882947989,8.48601610566417,8.38704073598741,8.58732226259806,8.66551034279714,8.75577198625121,7.08579795717571,6.88520826746332,6.93128294067928,7.05398160063154,6.8378399477277,7.02363194215309,8.48672011845155,8.39506228770039,8.52460284230201,8.6133443146804,8.56668511697805,8.53605833517531,6.59232267575569,6.62203500235875,6.51061823869952,6.82739698441339,6.37458551622414,6.85117880492434
"BATF2",5.97045669735595,5.94409765228361,6.23627577642292,6.24559016874862,6.0071100447604,5.94839637885683,6.13283299015612,5.97990230061649,6.11122253881657,6.11126170376619,6.25314503630565,6.03079253695191,5.90798851925873,5.93513569265088,5.99639198935011,5.99013150018081,5.98836445363434,5.90868112321169,5.99125224014739,5.8371711544419,6.26450457452693,6.04833057829501,5.98768524710814,6.01499385392588
"BATF3",6.92222514238268,6.66434251676053,6.62023444472457,6.50897245665134,6.76514734166863,6.6736522529795,6.55422951238859,6.61143114468873,6.64592044045014,6.55167731807105,6.58144626016883,6.65370517508451,6.36313542410434,6.54764093364888,6.81883553996621,6.54205374580696,6.73048747053087,6.45963909002891,6.53245038836331,6.60478185542353,6.64833290239209,6.63209113099834,6.61598935410905,6.66163877011533
"BAX",9.69611201294277,9.7344357762959,9.77728559694923,9.84764658860551,9.47396822216645,9.76429983488503,10.0493821774873,9.60041293998082,10.0966940057713,10.0732457524141,9.64737611904809,10.043023809812,9.94195466826153,9.67802639000693,10.0768033066516,10.0243313172821,9.86619253216538,9.86943774331556,9.83116621924382,9.55060045678928,9.80237377619864,9.61275069840191,9.7276812404316,9.85930557920432
"BAZ1A",9.0976353302465,9.04059479870057,8.99564140174657,9.21624039954761,9.2284327207931,9.28713268377405,9.37944815284747,9.42504621936337,9.54215604861671,9.40129922881497,9.49877423723466,9.67514711742057,9.14964662956691,9.3239893090155,9.26836057664456,9.21865605200557,9.18875928097965,9.25605099135451,9.18899841220842,9.23842462574737,9.12136063097442,9.30454122383455,9.21791465200375,9.38722416714851
"BAZ1B",6.1920891495071,6.30696879036296,6.365669536431,6.32510428943895,6.31271087006193,6.24417125241354,6.33568206676002,6.45451081539827,6.37707697178535,6.33206926745649,6.26675970178484,6.41999517588343,6.22276481362059,6.22816189108431,6.33265846637286,6.49017475895331,6.31694478699733,6.34650964318047,6.28184158321353,6.26051996148433,6.3969004253301,6.26846414161719,6.37856471116103,6.24607812999697
"BAZ2A",7.47147661622716,7.46244165232434,7.4694470981636,7.45592489951574,7.44991086487186,7.59361968886893,7.3355647695353,7.46692156092658,7.40495909722186,7.34246173788438,7.28746231437374,7.33482675921251,7.54693683725955,7.49878586287966,7.53875339727492,7.46107581083885,7.50713403887718,7.62622898630653,7.2605578003616,7.26191078868482,7.27706380470748,7.29535045414218,7.43003215846865,7.39346104983167
"BAZ2B",9.96628025559449,9.91563662030313,9.85296734187607,9.84248411477324,9.92790094535675,9.88786802929567,9.46925433823824,9.49855643022615,9.64280552037217,9.47086325454406,9.49299618924989,9.48858851808744,9.8081681576155,9.86919802780312,9.82659937263338,9.77343416333802,9.89592100951683,9.80483318685062,9.55404701030487,9.46030881101198,9.54629138409968,9.39633444521703,9.42202033234491,9.48257996654896
"BBIP1",8.78544397499936,8.7959843044164,8.8684555259138,8.95981954227034,8.86515586424991,8.92958176400419,8.04242258542637,8.14289065075093,8.18472479150122,8.18074918269102,8.26910489824064,8.25019654365533,8.88763834393307,8.89544528582245,8.99698750145504,8.91521358474262,8.84315094467688,8.7825440191384,8.16104634960156,8.16407498211042,8.18605514103631,8.19019360864121,8.2006005661693,8.2107047755881
"BBOF1",6.03904911823268,5.86717722475913,6.09198467627132,6.19169188078502,6.32605372960329,6.22951592306314,6.4624852934532,6.50072409217901,6.38928131626592,6.49296580339842,6.4922082962792,6.4299894872403,6.16190858530411,6.00860072731832,6.13898316714508,6.13528875642941,5.84885572150236,5.95987630565724,6.16155055423961,6.23398578840786,6.34720699055185,6.47628256443442,6.42228694669407,6.39593430737852
"BBOX1",3.52789371808503,3.60000253540138,3.82036755180734,3.74071652138632,3.48315980730441,3.65574215004075,3.8811954974977,3.69213819728781,3.52387170126731,3.76802516202458,3.7089779220113,4.07399937195278,3.81551503686625,3.70470047107289,3.67242065765758,3.68151451305503,3.69615738399478,3.80762049554106,3.69247015408417,3.55884933092182,3.63880030025156,3.47427318022895,3.64467664877524,3.70211369082656
"BBOX1-AS1",4.02476436939098,4.13747814411202,4.11170147190038,4.08010865930483,4.02997569314213,4.1057806628056,3.92928203392843,4.0746030096298,3.82804455057373,4.08576587436856,4.10874409499004,4.01391092887744,4.10425690061621,4.05059291739025,4.1503767092363,3.9670569159884,4.11255971811272,4.18654504854969,4.10288803986831,4.06714259102449,4.12417427295676,4.23896314151453,4.19840538397108,4.04843789606751
"BBS1",6.6163663355467,6.8099040693175,6.70776863266228,6.67665809015718,6.63614009990967,6.79160873712698,6.91632221256304,6.90026737818536,6.89258322124237,6.84233433707153,7.03924501128058,7.04114230282486,6.63839851356799,6.61064944573416,6.63148954279104,6.87752425101941,6.74199369679521,6.66648315291607,6.86048191864714,7.0351858216914,7.01920196580935,6.87184843828007,6.71189341319015,6.89240142967684
"BBS10",7.9956476085579,7.89646481718346,7.93048552387653,7.90423063343036,7.90388378200924,8.02108669176011,7.82052290951333,7.82309414531081,8.04415220555902,7.7034241827356,7.94708588140824,7.83317673026498,7.86035045235597,8.17640764816537,8.08207750168371,7.82944200496653,7.88105202373187,7.8126954638041,7.90197753548811,7.88948796192063,7.51812519208634,7.88887840565514,7.92114685831559,7.90809396093792
"BBS12",7.03830205246571,7.10442496509785,7.2024743417403,7.22767367248647,7.11153570559307,7.10267448891681,7.22050144460597,6.82120936983234,7.02511078969981,7.03587829124647,7.09180077148426,6.98310541295172,7.06453530492128,7.08402052221965,7.25589131897978,7.19069647246197,7.18971346920491,6.92965386642643,7.07999822659334,6.98912622243206,7.1903652096375,7.31954352444929,7.30038551963545,7.34515649172229
"BBS2",8.8802156293533,8.78965075077058,8.82639406786787,8.88972242205163,8.90004176809572,8.83216533203695,8.59477206307484,8.60091479224652,8.62283615030992,8.611595728855,8.66462437000788,8.61398061743435,8.85692159027286,8.83916545970735,8.94844195217372,8.98436833899462,8.86919770581103,8.8194255655756,8.71723910150446,8.58851159580951,8.53707460651149,8.54530647102484,8.57497350165437,8.63745022292493
"BBS4",7.41079764402023,7.40139916659385,7.52274710568893,7.5556526336569,7.48676826547498,7.46223366174716,7.5529636879179,7.33137927827656,7.50200363908894,7.49086853081354,7.50948157506144,7.4924362159626,7.4656817075314,7.35910410473483,7.34117528477725,7.50575450121014,7.41190398324777,7.27836808939246,7.54014893218237,7.53530319288307,7.63943598279428,7.58255011439523,7.642566597491,7.61880660015031
"BBS5",4.56705647457349,4.1956591474192,4.4384879975959,4.42336696886806,4.53085832664655,4.58030945058477,5.19287444515619,5.02438242835689,5.12039682006548,4.96364265248101,5.14205389024104,4.93735000010422,4.72299298980587,4.43524930469699,4.31552902811188,4.64981335463479,4.58244180598893,4.38282983135343,5.06626826832975,4.95430974136292,5.25400094702719,5.30253080594528,5.55637061219636,5.27785871604233
"BBS7",6.9098493170616,6.57817669515943,6.61189893546199,6.82724530910706,6.84186413337047,6.94140710989025,7.17633931158495,7.03435286023707,7.16676022168435,7.06495941143398,7.26932266975567,7.09180517826821,6.80197106447748,6.92062116652954,6.70350082595239,6.80115236771013,6.55820222476046,6.61311579924828,6.99228326954123,7.03326588895688,6.83353817287373,7.20035159767244,7.20075122595513,7.24653480069838
"BBS9",5.35644333522655,5.4898859996133,5.13814254249436,5.45973191807739,5.30137532134868,5.42409998683675,5.29384375710358,5.24210649469499,5.16449348757179,4.83504559994037,4.90394699637046,5.14406653482294,5.46932625206874,5.50823004534512,5.28029875719185,5.39119581878892,5.50637530716655,5.29064253132613,5.30119429911979,5.2364201505938,5.27941708083422,5.38532932699797,5.38537949483338,5.2859881991578
"BBX",9.02151661371274,9.17539355306528,9.12483151884452,9.12530705629998,8.91947671878893,9.08547136375257,9.3231049332131,9.22553262213151,9.261491052316,9.13270878966923,8.99245896945135,9.05754024835947,8.87278718389566,8.98295467750544,8.85547441094543,9.04200518110033,8.76609035164824,8.67992781363043,9.05954917514619,9.11232927101633,9.11583510166073,9.12133038225239,9.09716374237708,9.03542230982899
"BCAM",7.83432514966673,7.75011821150157,7.90319728655552,7.68938013905763,7.75160960482296,7.80863468594471,7.80980340912133,7.55027625580828,7.55722962255507,7.6014848372676,7.72653230236616,7.70079481689835,8.08415205471436,7.93908725453165,8.05278544240251,8.08654650437882,8.32882468450059,8.00174016676235,7.38690128224072,7.27479601095657,7.23017772805132,7.28831010364939,7.26307374461328,7.30456847148954
"BCAN",5.94787760666487,5.75937376129852,5.80648997491462,5.91414964545028,5.77229487298909,5.72663982589748,5.59882256213148,5.77529315266115,5.71862484500298,5.80930214021997,5.83966236643495,5.79596702598075,5.82376992416296,5.84712795255841,5.72861641745352,5.81331692982955,5.84339562644664,5.91732004590411,5.63135215742923,5.81708775723849,5.90351773249952,5.60453147703754,5.54130834525962,5.69913199364628
"BCAP29",7.95509647509575,8.09650352765533,7.98196357605492,8.24572510990799,8.16868138737332,8.29295068369908,8.2418833159936,8.25073396148223,8.34546989125518,8.35028325334566,8.29427464732452,8.34383518835897,8.20663334981721,8.11540339390831,8.26514271036923,8.2352369847181,8.02723581979089,8.33178394871127,8.25492443489881,8.34330330117665,8.33399317475498,8.40849541231349,8.37123405802068,8.50298672147829
"BCAP31",11.7776554748995,11.7993752356225,11.8299976941787,11.9107651610665,11.8514452113407,11.8109941054135,11.5554870913774,11.5602093400451,11.5302297030778,11.6739330235958,11.6948266499836,11.6355658036979,11.8778773132806,11.7908547690139,11.8748218160916,11.8200966416349,11.8354212289762,11.8685932722216,11.5594754350446,11.6186710773021,11.6936147104152,11.5760255800757,11.605881437266,11.6418810513693
"BCAR1",8.23634603511557,8.09566817967838,8.04574632629382,7.91316778927992,8.29208975081252,8.09551327894131,8.02301030144564,7.7608196232472,7.69261052212758,7.68171103290345,7.54461458083201,7.70039179599447,8.27600915246192,8.19624471308047,8.36375285730758,8.2545492290124,8.32051159928926,8.24708544354571,7.83471884949677,7.74994007152623,8.03419250930594,7.53399371872428,7.77226124970499,7.73497822196837
"BCAR3",9.47440521530001,9.46718216108764,9.37245929939721,9.44319310954465,9.44294475526967,9.40397377995053,9.54985597389875,9.40933534276637,9.45831583584073,9.52527693529581,9.54504817699551,9.48032506781871,9.40679834960267,9.54486647255333,9.40576391924682,9.40168484834719,9.38287726605351,9.3657340134259,9.5231076354033,9.48300131636962,9.2418680839852,9.57900897638102,9.53558280802812,9.53286501855147
"BCAR4",4.03937540051935,4.25175170650054,4.3887310015503,4.25888711065382,4.21907094201535,4.30022992865345,4.39656991529976,4.74059976130034,4.35843991212526,4.26989190883887,4.07727719959371,4.41877522767829,4.35920315149804,4.42369007375419,4.01569480129222,4.41877522767829,4.53909665089341,4.37695909427678,4.47676185898547,4.52031468767979,4.57615378870933,4.42763308180476,4.21262446888344,4.33202781368111
"BCAS1",5.58851335106308,5.39571612766266,5.41862058854608,5.6509637094695,5.3603702305549,5.38168007652702,5.47581861292089,5.45973238029991,5.46129150718877,5.14539385965871,5.56522031122228,5.44836415042206,5.26583907927739,5.38690965282195,5.45500744727665,5.48744366828702,5.4005413215901,5.5095845513453,5.27178518895338,5.38580909494005,5.36286324486336,5.33934582491667,5.44620097243594,5.43800066036075
"BCAS2",9.84076918087557,9.89105297224644,9.95488854415482,9.98570464895877,9.96092646372077,10.0015910422381,10.0378511926731,9.95806555183936,9.99509363563056,10.0445621457816,10.0874069764588,10.1236709900589,9.88670545857965,9.92927323493451,9.92852006497305,10.0440789934502,9.78529576088932,9.87982820340906,9.92065066085984,9.97736076857714,9.75776942806039,10.0687640866292,10.0517486841127,10.1887939684486
"BCAS3",7.41501554054459,7.43961580591835,7.53060747487316,7.48047889057253,7.4241444685922,7.39531552735927,7.43343586318063,7.37478922732863,7.46422497703317,7.49206544959933,7.29077290588822,7.35357731774232,7.36039757939669,7.40853093769817,7.3436811233875,7.33425006222046,7.5376231806364,7.42020153080865,7.45773562635494,7.32953618696063,7.40698612046975,7.30600275077497,7.29100879835752,7.4548406537474
"BCAS4",5.82620624307318,5.5592608401356,5.80271314391376,5.83823963801456,5.85701839902713,5.75898310938064,5.83800019197298,5.59485500875973,5.84442767089399,5.70282155457777,5.81220608904908,6.06068661806588,5.78712815337442,5.63781206056975,5.66884295114417,5.67054516842977,5.59142582292369,5.6957334640191,5.58162092631772,5.57499776184149,5.74667675891897,5.5870675703137,5.78588203739407,5.50751235900777
"BCAT1",10.1574236979957,10.1903413139229,10.1760983553192,10.115938569639,10.2196577354492,10.110038087475,9.81615493188965,9.90267694826111,10.1318067104375,10.0601444114473,10.1506981913637,10.0995794727624,10.3217068410877,10.2973042738985,10.3295667449563,10.3961428588773,10.2387504026234,10.1662590077968,10.019713334681,10.0967651818184,10.0112210257468,10.2120187547216,10.0595737811626,10.0528279205543
"BCAT2",7.4348336302157,7.56356494669443,7.4772088587572,7.41456541665657,7.46527513382178,7.44459222894355,7.60444062129892,7.7556230209938,7.69619652613441,7.74968677896051,7.71099765176065,7.74714302921149,7.51488214941072,7.40753732157602,7.49824278345284,7.45692991393784,7.49331979417709,7.38778535195445,7.57863050720545,7.62647941544751,7.55985280259313,7.69951504985703,7.77586256905079,7.7431957457549
"BCCIP",7.382115776751,7.42779230196989,7.617907478872,7.70037207739231,7.55383358334852,7.63438142886806,7.48087756087703,7.39407126787948,7.42911428198699,7.654331418128,7.62343162885758,7.56845635896878,7.3545938156799,7.53534881170719,7.55081965980533,7.62227973349374,7.49311901593149,7.39246137912647,7.30968587055504,7.50869800989862,7.70620467463411,7.6952102088953,7.75848353626395,7.70116363936985
"BCDIN3D",7.09430355063509,7.07802896715925,7.20755571525384,7.25106325284407,7.08955476002354,7.00137894463593,7.25369337554343,7.16257870127536,6.99809095029594,7.02784244909346,7.19681384995346,7.0536433763144,7.03760121095346,7.13941031291657,7.00522481792063,6.97247135919993,6.95387114508274,7.05736558647866,7.30948556512697,7.30578759871696,7.56476976500677,7.17584251935378,7.22293552512373,7.21238399072128
"BCDIN3D-AS1",4.76338067459253,5.07671906017393,4.87063621393417,4.88191201840281,4.91600404178219,4.8948090366181,4.82599908710745,4.96132392238682,4.93108141528356,4.96425546378507,4.71974752187227,4.77340719510336,4.94688530820283,4.81454292836187,4.8523617492864,4.79166519363345,4.8838773096282,4.96644122130976,4.90908924166314,4.99758150867028,5.03148418752092,4.89602183420476,4.77598123988201,4.99182789630997
"BCHE",8.30792228676125,8.1992186326275,8.36339335148021,8.39623686429581,8.34511672609418,8.33075453833244,3.78837087475606,3.77938178522837,3.47813442131231,3.46326914658806,3.55515697333846,3.74818463567156,8.16206986150541,8.19054393292843,8.27953828492496,8.20525279866538,8.06653950328097,7.95212089589648,3.50803812920886,3.58423745951524,3.73956142335594,3.78837087475606,3.5311855937627,3.5133745620638
"BCKDHA",9.24643507278961,9.21698949952729,9.35578310717852,9.28958171412452,9.14689850562975,9.25843938581649,9.50750755947166,9.39749337784402,9.31644500875096,9.45653433752807,9.31289527986043,9.1565045756013,9.23088896916085,9.17387837569609,9.20870351812479,9.13184887156635,9.2252012308387,9.32421795717062,9.3755385125551,9.41191601134317,9.57514623406074,9.39847468260569,9.48442173126952,9.44350475111094
"BCKDHB",7.82932267530316,7.80050441732103,7.84244103325322,7.77284331111323,7.82784026905123,7.83052247280178,7.64734302296281,7.58371160290359,7.57975907714824,7.71500508443658,7.7701513231122,7.65104943691584,7.81265023084762,7.68352608521166,7.81246329926257,7.78695097516944,7.59479607647781,7.59059436307703,7.56920918701583,7.51768713853729,7.55802629374861,7.75975089652539,7.68445953053716,7.75962223487061
"BCKDK",9.25574877154069,9.11077496590256,9.2288305901698,9.30329916612739,9.27496695688776,9.31510576689464,9.4931851054206,9.53389242749415,9.41960301120626,9.49032156171113,9.5287036342119,9.42407333110893,9.28317386530635,9.16563329162715,9.34859492349315,9.40062580193115,9.3226320724864,9.32888939122353,9.31881965427702,9.30417465412465,9.50338874247484,9.37981302958599,9.33506372172277,9.46266598029952
"BCL10",6.38488619236634,6.15330597234861,6.06806307237007,6.21956394591864,6.33387472124982,6.62620026705811,5.29994544167143,5.41515942799122,5.15928463238189,5.46605909653643,5.32867602630423,5.83877582956522,6.48354540680216,6.74406233946879,6.5832472722003,6.61820204336711,6.48167991666577,6.21314406324504,5.62032919187855,5.75914244077243,5.49889244501286,5.3506307302037,5.73025252031834,5.74569733646991
"BCL11A",6.16088812207808,5.67917106997653,5.94955882106333,6.14366294561786,5.93913224842749,6.06016949126453,5.05799205779322,5.01294971370617,5.03149637366236,5.23090033086581,4.9902514195828,4.99319370496389,5.83442766497888,5.90550074745143,5.74217741061299,5.69586209277448,5.75821966460781,5.69980197774696,5.02759400127097,5.04804561707135,5.04749552636216,4.79405310244692,4.86574036987492,4.84545968446202
"BCL11B",3.90975452890638,3.79910081072186,3.84103103558747,3.93685532408664,3.8232868293409,3.69803966325358,4.10858083528684,3.65226744230551,3.98024857246791,3.91686666272376,4.03532863635901,4.15578755748579,3.9059179153827,3.65066407070005,3.87594369163896,3.75592365621655,4.06972766472597,3.74440014754471,3.98266254484101,3.92333346616252,4.17592792627826,3.98468147106791,4.26534724799371,4.14870403593082
"BCL2",5.46624318203755,5.60782121028661,5.54018744731855,5.58066886851929,5.53930121778223,5.57254186607994,5.61596422949895,5.5893988463848,5.5655174232378,5.61563596322866,5.45780424464755,5.70532550284421,5.53791964626813,5.49538348608998,5.52073884341324,5.65234451317392,5.46056960309335,5.50507128718592,5.62755149322525,5.67914915338153,5.49013015981614,5.34423868055358,5.3934693546165,5.47807699827242
"BCL2A1",3.92933793059583,3.80525662964143,3.6499276299822,3.75988144788179,3.90993538138521,4.00505168779072,3.25589300801593,3.31368973312021,3.61645572866486,3.23956201250805,3.45554271483762,3.32179698397066,3.9604803843467,3.7359931443436,3.81788010302479,3.92469479756098,3.95912702791105,3.64278555466963,3.57301473846657,3.39006745005891,3.09245675096576,3.18250821750932,3.67526186441028,3.37553823799733
"BCL2L1",8.32387284115087,8.25918921328407,8.29290891475625,8.33950945610713,8.39699891867511,8.27548892504963,8.61156167629531,8.47890515124485,8.67622385724714,8.55102144944428,8.6055747505203,8.59471839125324,8.60124337847308,8.49446595325948,8.83067806556133,8.75094255100366,8.68731494193853,8.33713901920591,8.64324764802139,8.55673382329069,8.60018037846043,8.48349734342279,8.3655992006491,8.51647417628471
"BCL2L10",6.33342002844893,6.38006121067452,6.5177383080331,6.3548337093366,6.05309657860136,6.25340274124347,6.1858285647695,6.09171037146614,6.00561519202432,6.10376239448149,5.99436882557144,6.04701843972098,6.30996123711152,6.26487329092135,6.40814350463164,6.3460175275831,6.14518171084213,6.21653198304216,5.52628651498042,5.71969719576055,5.71406564287803,6.03555023255221,6.20247578100951,6.00934291057421
"BCL2L11",8.2524560405708,8.20226150262422,7.86645386484185,7.80355510234397,8.41942260478446,8.19910026629823,7.26979022254776,7.28547905763206,7.39340906890652,7.45701747689878,7.51762871556525,7.46316251549297,7.61600004293365,7.84102376828684,7.63888111319293,7.6256898677728,7.61200566156786,7.77101766819407,7.33298523643107,7.45643047120434,7.4001243400172,7.46561487423718,7.44762472562575,7.41718159959625
"BCL2L12",7.59028029237401,7.64422528423067,7.64983682015441,7.89609806239913,7.84894660061973,7.77955896796587,8.0800993838811,7.98702348834866,7.98702348834866,7.93956222872687,7.96309329728704,7.91945138939499,7.65392307672671,7.58753228238571,7.73846758310103,7.66510117267732,7.55546991144372,7.58561307805014,7.97462601679937,7.94840723843198,8.02411640070592,8.12445286805231,8.19982574477219,8.12212474020427
"BCL2L13",7.54602382482245,7.48413062948577,7.55640327528994,7.50228394424758,7.62769346125869,7.45313474330933,7.69398801569323,7.76258154435682,7.80523856259234,7.82402328428484,8.02400664110757,7.87874546382902,7.57766585851773,7.51376975394523,7.70947774846301,7.67458147365578,7.32828333254722,7.19486802231399,7.74141296533224,7.91219311323967,8.01848957635336,8.03372395162715,7.99197944340394,7.92526077004928
"BCL2L14",3.99821776175219,3.89614161806833,3.98629970813538,3.89710309978488,3.92910004149761,3.78806612562675,3.93497107807913,3.76792066519396,3.85993638231563,3.95561273531488,3.9952122047006,4.12752782944133,3.90172959625678,3.92197376869333,4.08027206292342,4.04750864386759,4.01972783994784,3.75567834550692,3.7430731376434,4.01678409157667,3.96325856822082,3.83509431182208,3.69141342261397,3.78056325445286
"BCL2L15",4.82172032960399,4.62003531857527,4.95522551457308,4.65611613450554,4.36438570425304,4.81355228146052,4.85268973463362,4.65759605465342,4.99290120622174,4.90837462279679,4.41015601782268,5.13855058166716,4.75504060006405,4.97429190497255,4.93073717898468,4.70062695353169,4.54582644300216,5.03426434240735,4.94037011022205,4.59605910709555,4.60367160510948,4.70624741471287,4.89400901836444,4.52218953135108
"BCL2L2",7.81893479120406,7.87459398947242,7.89407087527821,7.90998313350569,8.00141529149322,7.95571672896148,7.55944247304172,7.43996459516799,7.65805395880529,7.54996447031457,7.41938968918338,7.64985339084102,7.93919496410942,7.86264511137732,7.93882487298508,7.9299108827975,7.92118139409534,7.83967224236904,7.78036282846774,7.54571574690563,7.83269889728551,7.55546130082451,7.67455298004888,7.66746226946543
"BCL6",6.64887470254333,6.7405390779711,6.99034604262948,6.65003603183381,6.69194375485821,6.71529326029704,8.71363677592756,8.54543715127733,8.74882016172982,8.68187656979722,8.86704616272329,8.67346082977637,7.00359428146989,6.47332476994989,6.4983808283495,6.3210893567937,6.28635407378751,6.42207241788141,8.75497598365358,8.48257867568937,8.88447891241917,8.54613055809264,8.8340388083995,8.77286479237845
